id,airport_name,country,city,code
3647,Nukus Airport,UZ,Nukus,NCU
3648,Urgench Airport,UZ,Urgench,UGC
3649,Navoi Airport,UZ,Navoi,NVI
3650,Bukhara International Airport,UZ,Bukhara,BHK
3651,Samarkand Airport,UZ,Samarkand,SKD
3652,Termez Airport,UZ,Termez,TMJ
3653,Tashkent International Airport,UZ,Tashkent,TAS
3654,Kostroma Sokerkino Airport,RU,Kostroma,KMW
3655,Grabtsevo Airport,RU,Kaluga,KLF
3656,Ivanovo South Airport,RU,Ivanovo,IWA
3657,Staroselye Airport,RU,Rybinsk,RYB
3658,Bryansk Airport,RU,Bryansk,BZK
3659,Zhukovsky International Airport,RU,Moscow,ZIA
3660,Domodedovo International Airport,RU,Moscow,DME
3661,Sheremetyevo International Airport,RU,Moscow,SVO
3662,Migalovo Air Base,RU,Tver,KLD
3663,Ostafyevo International Airport,RU,Moscow,OSF
3664,Chkalovskiy Air Base,RU,Moscow,CKL
3665,Belgorod International Airport,RU,Belgorod,EGO
3666,Kursk East Airport,RU,Kursk,URS
3667,Lipetsk Airport,RU,Lipetsk,LPK
3668,Voronezh International Airport,RU,Voronezh,VOZ
3669,Donskoye Airport,RU,Tambov,TBW
3670,Vnukovo International Airport,RU,Moscow,VKO
3671,Ukhta Airport,RU,Ukhta,UCT
3672,Inta Airport,RU,Inta,INA
3673,Pechora Airport,RU,Pechora,PEX
3674,Usinsk Airport,RU,Usinsk,USK
3675,Vorkuta Airport,RU,Vorkuta,VKT
3676,Ust-Tsylma Airport,RU,Ust-Tsylma,UTS
3677,Syktyvkar Airport,RU,Syktyvkar,SCW
3678,Nizhny Novgorod Strigino International Airport,RU,Nizhny Novgorod,GOJ
3679,Bugulma Airport,RU,Bugulma,UUA
3680,Kazan International Airport,RU,Kazan,KZN
3681,Begishevo Airport,RU,Nizhnekamsk,NBC
3682,Yoshkar-Ola Airport,RU,Yoshkar-Ola,JOK
3683,Cheboksary Airport,RU,Cheboksary,CSY
3684,Zhigansk Airport,RU,Zhigansk,ZIX
3685,Ulyanovsk Baratayevka Airport,RU,Ulyanovsk,ULV
3686,Ulyanovsk East Airport,RU,Cherdakly,ULY
3687,Orenburg Central Airport,RU,Orenburg,REN
3688,Orsk Airport,RU,Orsk,OSW
3689,Penza Airport,RU,Penza,PEZ
3690,Saransk Airport,RU,Saransk,SKX
3691,Balakovo Airport,RU,Balakovo,BWO
3692,Gagarin International Airport,RU,Saratov,GSV
3693,Ufa International Airport,RU,Ufa,UFA
3694,Kurumoch International Airport,RU,Samara,KUF
3695,"Rewa Airport, Chorhata, REWA",IN,Rewa,REW
3696,Gondia Airport,IN,Gondia,GDB
3697,Sardar Vallabh Bhai Patel International Airport,IN,Ahmedabad,AMD
3698,Akola Airport,IN,Akola,AKD
3699,Aurangabad Airport,IN,Aurangabad,IXU
3700,Chhatrapati Shivaji International Airport,IN,Mumbai,BOM
3701,Bilaspur Airport,IN,Bilaspur,PAB
3702,Bhuj Airport,IN,Bhuj,BHJ
3703,Belagavi Airport,IN,Belgaum,IXG
3704,Vadodara Airport,IN,Vadodara,BDQ
3705,Raja Bhoj International Airport,IN,Bhopal,BHO
3706,Bhavnagar Airport,IN,Bhavnagar,BHU
3707,Daman Airport,IN,Daman,NMB
3708,Dabolim Airport,IN,Vasco da Gama,GOI
3709,Hubli Airport,IN,Hubli,HBX
3710,Rajkot International Airport,IN,Rajkot,HSR
3711,Devi Ahilyabai Holkar Airport,IN,Indore,IDR
3712,Jabalpur Airport,IN,Jabalpur,JLR
3713,Jamnagar Airport,IN,Jamnagar,JGA
3714,Kandla Airport,IN,Kandla,IXY
3715,Khajuraho Airport,IN,Khajuraho,HJR
3716,Kolhapur Airport,IN,Kolhapur,KLH
3717,Keshod Airport,IN,Keshod,IXK
3718,Nanded Airport,IN,Nanded,NDC
3719,Dr. Babasaheb Ambedkar International Airport,IN,Nagpur,NAG
3720,Nashik Airport,IN,Nasik,ISK
3721,Pune Airport / Lohagaon Air Force Station,IN,Pune,PNQ
3722,Porbandar Airport,IN,Porbandar,PBD
3723,Rajkot Airport,IN,Rajkot,RAJ
3724,Swami Vivekananda Airport,IN,Raipur,RPR
3725,Shirdi Airport,IN,Kakadi,SAG
3726,Solapur Airport,IN,Solapur,SSE
3727,Surat Airport,IN,Surat,STV
3728,Maharana Pratap Airport,IN,Udaipur,UDR
3729,Bandaranaike International Colombo Airport,LK,Colombo,CMB
3730,Anuradhapura Airport,LK,Anuradhapura,ACJ
3731,Batticaloa Airport,LK,Batticaloa,BTC
3732,Colombo Ratmalana Airport,LK,Colombo,RML
3733,Ampara Airport,LK,Ampara,ADP
3734,Hingurakgoda Air Force Base,LK,Polonnaruwa Town,HIM
3735,Jaffna International Airport,LK,Jaffna,JAF
3736,Koggala Airport,LK,Galle,KCT
3737,China Bay Airport,LK,Trincomalee,TRR
3738,Mattala Rajapaksa International Airport,LK,Mattala,HRI
3739,Battambang Airport,KH,Battambang,BBM
3740,Kampong Chhnang Airport,KH,Kampong Chhnang,KZC
3741,Phnom Penh International Airport,KH,Phnom Penh (Pou Senchey),PNH
3742,Ratanakiri Airport,KH,Ratanakiri,RBE
3743,Siem Reap-Angkor International Airport,KH,Siem Reap,SAI
3744,Darbhanga Airport,IN,Darbhanga,DBR
3745,Agartala - Maharaja Bir Bikram Airport,IN,Agartala,IXA
3746,Bagdogra Airport,IN,Siliguri,IXB
3747,Shillong Airport,IN,Shillong,SHL
3748,Biju Patnaik Airport,IN,Bhubaneswar,BBI
3749,Netaji Subhash Chandra Bose International Airport,IN,Kolkata,CCU
3750,Kazi Nazrul Islam Airport,IN,Durgapur,RDP
3751,Gorakhpur Airport,IN,Gorakhpur,GOP
3752,Lokpriya Gopinath Bordoloi International Airport,IN,Guwahati,GAU
3753,Gaya Airport,IN,Gaya,GAY
3754,Imphal Airport,IN,Imphal,IMF
3755,Sonari Airport,IN,Jamshedpur,IXW
3756,Jorhat Airport,IN,Jorhat,JRH
3757,Kushinagar International Airport,IN,Kushinagar,KBK
3758,Kailashahar Airport,IN,Kailashahar,IXH
3759,Silchar Airport,IN,Silchar,IXS
3760,Lengpui Airport,IN,Aizawl (Lengpui),AJL
3761,Lilabari North Lakhimpur Airport,IN,Lilabari,IXI
3762,Dibrugarh Airport,IN,Dibrugarh,DIB
3763,Dimapur Airport,IN,Dimapur,DMU
3764,Muzaffarpur Airport,IN,Muzaffarpur,MZU
3765,Jay Prakash Narayan Airport,IN,Patna,PAT
3766,Birsa Munda Airport,IN,Ranchi,IXR
3767,Rourkela Airport,IN,Rourkela,RRK
3768,Visakhapatnam Airport,IN,Visakhapatnam,VTZ
3769,Ziro Airport,IN,Ziro,ZER
3770,Barisal Airport,BD,Barisal,BZL
3771,Cox's Bazar Airport,BD,Cox's Bazar,CXB
3772,Shah Amanat International Airport,BD,Chattogram (Chittagong),CGP
3773,Ishurdi Airport,BD,Ishurdi,IRD
3774,Jessore Airport,BD,Jashore (Jessore),JSR
3775,Shah Mokhdum Airport,BD,Rajshahi,RJH
3776,Saidpur Airport,BD,Saidpur,SPD
3777,Osmany International Airport,BD,Sylhet,ZYL
3778,Hazrat Shahjalal International Airport,BD,Dhaka,DAC
3779,Hong Kong International Airport,HK,Hong Kong,HKG
3780,Agra Airport / Agra Air Force Station,IN,Agra,AGR
3781,Prayagraj Airport,IN,Allahabad,IXD
3782,Sri Guru Ram Dass Jee International Airport,IN,Amritsar,ATQ
3783,Nal Airport,IN,Bikaner,BKB
3784,Lal Bahadur Shastri Airport,IN,Varanasi,VNS
3785,Kullu Manali Airport,IN,Bhuntar,KUU
3786,Bareilly Air Force Station,IN,Bareilly,BEK
3787,Chandigarh International Airport,IN,Chandigarh,IXC
3788,Kanpur Airport,IN,Kanpur,KNU
3789,Dehradun Jolly Grant Airport,IN,Dehradun (Jauligrant),DED
3790,Indira Gandhi International Airport,IN,New Delhi,DEL
3791,Kangra Airport,IN,Kangra,DHM
3792,Gwalior Airport,IN,Gwalior,GWL
3793,Hisar Airport,IN,Hisar,HSS
3794,Jodhpur Airport,IN,Jodhpur,JDH
3795,Jaipur International Airport,IN,Jaipur,JAI
3796,Jammu Airport,IN,Jammu,IXJ
3797,Kishangarh Airport Ajmer,IN,Ajmer (Kishangarh),KQH
3798,Kota Airport,IN,Kota,KTU
3799,Leh Kushok Bakula Rimpochee Airport,IN,Leh,IXL
3800,Chaudhary Charan Singh International Airport,IN,Lucknow,LKO
3801,Moradabad Airport,IN,Moradabad,MZS
3802,Pathankot Airport,IN,Pathankot,IXP
3803,Pantnagar Airport,IN,Pantnagar,PGH
3804,Sheikh ul Alam International Airport,IN,Srinagar,SXR
3805,Luang Phabang International Airport,LA,Luang Phabang,LPQ
3806,Pakse International Airport,LA,Pakse,PKZ
3807,Wattay International Airport,LA,Vientiane,VTE
3808,Doctor Juan Plate National Airport,PY,Puerto Vallemi,VMI
3809,Macau International Airport,MO,Nossa Senhora do Carmo,MFM
3810,Dong Hoi Airport,VN,Dong Hoi,VDH
3811,Gautam Buddha International Airport,NP,Siddharthanagar (Bhairahawa),BWA
3812,Janakpur Airport,NP,Janakpur,JKR
3813,Tribhuvan International Airport,NP,Kathmandu,KTM
3814,Nepalgunj Airport,NP,Nepalgunj,KEP
3815,Taplejung Airport,NP,Taplejung,TPJ
3816,Biratnagar Airport,NP,Biratnagar,BIR
3817,Murod Kond Airport,IN,Latur,LTU
3818,Agatti Airport,IN,Agatti,AGX
3819,Bellary Airport,IN,Bellary,BEP
3820,Kempegowda International Airport,IN,Bangalore,BLR
3821,Bidar Airport / Bidar Air Force Station,IN,Bidar,IXX
3822,Vijayawada Airport,IN,Gannavaram,VGA
3823,Coimbatore International Airport,IN,Coimbatore,CJB
3824,Cochin International Airport,IN,Kochi,COK
3825,Calicut International Airport,IN,Calicut,CCJ
3826,Kadapa Airport,IN,Kadapa,CDP
3827,Car Nicobar Air Force Base,IN,IAF Camp,CBD
3828,Rajiv Gandhi International Airport,IN,Hyderabad,HYD
3829,Begumpet Airport,IN,Hyderabad,BPM
3830,Kannur International Airport,IN,Kannur,CNN
3831,Kurnool Airport,IN,Orvakal,KJB
3832,Madurai Airport,IN,Madurai,IXM
3833,Mangalore International Airport,IN,Mangalore,IXE
3834,Chennai International Airport,IN,Chennai,MAA
3835,Veer Savarkar International Airport / INS Utkrosh,IN,Port Blair,IXZ
3836,Pondicherry Airport,IN,Puducherry (Pondicherry),PNY
3837,Sri Sathya Sai Airport,IN,Puttaparthi,PUT
3838,Rajahmundry Airport,IN,Madhurapudi,RJA
3839,Salem Airport,IN,Salem,SXV
3840,Sindhudurg Airport,IN,Sindhudurg,SDW
3841,Tiruchirappalli International Airport,IN,Tiruchirappalli,TRZ
3842,Thiruvananthapuram International Airport,IN,Thiruvananthapuram,TRV
3843,Gelephu Airport,BT,Gelephu,GLU
3844,Paro International Airport,BT,Paro,PBH
3845,Maafaru International Airport,MV,Noonu Atoll,NMF
3846,Gan International Airport,MV,Gan,GAN
3847,Hanimaadhoo Airport,MV,Haa Dhaalu Atoll,HAQ
3848,Kadhdhoo Airport,MV,Kadhdhoo,KDO
3849,Malé International Airport,MV,Malé,MLE
3850,Kaadedhdhoo Airport,MV,Huvadhu Atoll,KDM
3851,Villa International Airport Maamigili,MV,Maamigili,VAM
3852,Don Mueang International Airport,TH,Bangkok,DMK
3853,Kamphaeng Saen Airport,TH,Nakhon Pathom,KDT
3854,Trat Airport,TH,Laem Ngop,TDX
3855,Suvarnabhumi Airport,TH,Bangkok,BKK
3856,U-Tapao International Airport,TH,Rayong,UTP
3857,Chiang Mai International Airport,TH,Chiang Mai,CNX
3858,Mae Hong Son Airport,TH,Mae Hong Son,HGN
3859,Mae Fah Luang - Chiang Rai International Airport,TH,Chiang Rai,CEI
3860,Hua Hin Airport,TH,Hua Hin,HHQ
3861,Phitsanulok Airport,TH,Phitsanulok,PHS
3862,Surat Thani Airport,TH,Surat Thani,URT
3863,Chumphon Airport,TH,Chumphon,CJM
3864,Nakhon Si Thammarat Airport,TH,Nakhon Si Thammarat,NST
3865,Krabi Airport,TH,Krabi,KBV
3866,Samui Airport,TH,Na Thon (Ko Samui Island),USM
3867,Phuket International Airport,TH,Phuket,HKT
3868,Ranong Airport,TH,Ranong,UNN
3869,Hat Yai International Airport,TH,Hat Yai,HDY
3870,Trang Airport,TH,Trang,TST
3871,Udon Thani Airport,TH,Udon Thani,UTH
3872,Surin Airport,TH,Surin,PXR
3873,Khon Kaen Airport,TH,Khon Kaen,KKC
3874,Buri Ram Airport,TH,Buriram,BFV
3875,Nakhon Ratchasima Airport,TH,Chaloem Phra Kiat,NAK
3876,Ubon Ratchathani Airport,TH,Ubon Ratchathani,UBP
3877,Roi Et Airport,TH,Roi Et,ROI
3878,Nakhon Phanom Airport,TH,Nakhon Phanom,KOP
3879,Buon Ma Thuot Airport,VN,Buon Ma Thuot,BMV
3880,Cat Bi International Airport,VN,Haiphong (Hai An),HPH
3881,Cà Mau Airport,VN,Ca Mau City,CAH
3882,Cam Ranh International Airport / Cam Ranh Air Base,VN,Cam Ranh,CXR
3883,Con Dao Airport,VN,Con Dao,VCS
3884,Can Tho International Airport,VN,Can Tho,VCA
3885,Dien Bien Phu Airport,VN,Dien Bien Phu,DIN
3886,Lien Khuong Airport,VN,Da Lat,DLI
3887,Da Nang International Airport,VN,Da Nang,DAD
3888,Noi Bai International Airport,VN,Hanoi (Soc Son),HAN
3889,Phu Bai International Airport,VN,Huế,HUI
3890,Phu Cat Airport,VN,Quy Nohn,UIH
3891,Pleiku Airport,VN,Pleiku,PXU
3892,Phu Quoc International Airport,VN,Phu Quoc Island,PQC
3893,Rach Gia Airport,VN,Rach Gia,VKG
3894,Dong Tac Airport,VN,Tuy Hoa,TBB
3895,Tan Son Nhat International Airport,VN,Ho Chi Minh City,SGN
3896,Van Don International Airport,VN,Van Don,VDO
3897,Vinh Airport,VN,Vinh,VII
3898,Dawei Airport,MM,Dawei,TVY
3899,Nay Pyi Taw International Airport,MM,Pyinmana,NYT
3900,Kengtung Airport,MM,Kengtung,KET
3901,Kyaukpyu Airport,MM,Kyaukpyu,KYP
3902,Kawthoung Airport,MM,Kawthoung,KAW
3903,Loikaw Airport,MM,Loikaw,LIW
3904,Lashio Airport,MM,Lashio,LSH
3905,Mandalay International Airport,MM,Mandalay,MDL
3906,Myeik Airport,MM,Mkeik,MGZ
3907,Myitkyina Airport,MM,Myitkyina,MYT
3908,Mong Hsat Airport,MM,Mong Hsat,MOG
3909,Namsang Airport,MM,Namsang,NMS
3910,Putao Airport,MM,Putao,PBU
3911,Sittwe Airport,MM,Sittwe,AKY
3912,Thandwe Airport,MM,Thandwe,SNW
3913,Tachileik Airport,MM,Tachileik,THL
3914,Yangon International Airport,MM,Yangon,RGN
3915,Hasanuddin International Airport,ID,Ujung Pandang,UPG
3916,Frans Kaisiepo Airport,ID,Biak,BIK
3917,Mozes Kilangin Airport,ID,Timika,TIM
3918,Ngurah Rai (Bali) International Airport,ID,Denpasar,DPS
3919,Lombok International Airport,ID,Mataram,LOP
3920,Pitu Airport,ID,Gotalalamo-Morotai Island,OTI
3921,Toraja Airport,ID,Toraja,TRT
3922,Mutiara - SIS Al-Jufrie Airport,ID,Palu,PLW
3923,Kasiguncu Airport,ID,Poso-Celebes Island,PSJ
3924,Syukuran Aminuddin Amir Airport,ID,Luwok,LUW
3925,Tjilik Riwut Airport,ID,Palangkaraya,PKY
3926,Yogyakarta International Airport,ID,Yogyakarta,YIA
3927,Tunggul Wulung Airport,ID,Cilacap,CXP
3928,Dortheys Hiyo Eluay International Airport,ID,Sentani,DJJ
3929,Oksibil Airport,ID,Oksibil,OKL
3930,Mopah International Airport,ID,Merauke,MKQ
3931,Tanah Merah Airport,ID,Tanah Merah,TMH
3932,Kalimarau Airport,ID,Tanjung Redeb - Borneo Island,BEJ
3933,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,ID,Balikpapan,BPN
3934,Juwata International Airport / Suharnoko Harbani AFB,ID,Tarakan,TRK
3935,Aji Pangeran Tumenggung Pranoto International Airport,ID,Samarinda,AAP
3936,Naha Airport,ID,Tahuna-Sangihe Island,NAH
3937,Sam Ratulangi Airport,ID,Manado,MDC
3938,Sultan Babullah Airport,ID,Sango,TTE
3939,Warukin Airport,ID,Tanta-Tabalong,TJG
3940,Syamsudin Noor International Airport,ID,Landasan Ulin,BDJ
3941,Karel Sadsuitubun Airport,ID,Langgur,LUV
3942,Pattimura International Airport,ID,Ambon,AMQ
3943,Abdul Rachman Saleh Airport,ID,Malang,MLG
3944,Adisutjipto International Airport,ID,Yogyakarta,JOG
3945,Adisumarmo International Airport,ID,Surakarta,SOC
3946,Juanda International Airport,ID,Surabaya,SUB
3947,Achmad Yani Airport,ID,Semarang,SRG
3948,Fakfak Airport,ID,Fakfak,FKQ
3949,Kaimana Airport,ID,Kaimana,KNG
3950,Babo Airport,ID,Babo,BXB
3951,Rendani Airport,ID,Manokwari,MKW
3952,Wamena Airport,ID,Wamena,WMX
3953,Matahora Airport,ID,Wangi-wangi Island,WNI
3954,Domine Eduard Osok Airport,ID,Sorong,SOQ
3955,Bintulu Airport,MY,Bintulu,BTU
3956,Kuching International Airport,MY,Kuching,KCH
3957,Limbang Airport,MY,Limbang,LMN
3958,Mukah Airport,MY,Mukah,MKM
3959,Marudi Airport,MY,Marudi,MUR
3960,Miri Airport,MY,Miri,MYY
3961,Sibu Airport,MY,Sibu,SBW
3962,Bario Airport,MY,Bario,BBN
3963,Lahad Datu Airport,MY,Lahad Datu,LDU
3964,Kota Kinabalu International Airport,MY,Kota Kinabalu,BKI
3965,Labuan Airport,MY,Labuan,LBU
3966,Sandakan Airport,MY,Sandakan,SDK
3967,Tawau Airport,MY,Tawau,TWU
3968,Mulu Airport,MY,Mulu,MZV
3969,Brunei International Airport,BN,Bandar Seri Begawan,BWN
3970,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,ID,Pekanbaru,PKU
3971,Pinang Kampai Airport,ID,Dumai,DUM
3972,Japura Airport,ID,Rengat-Sumatra Island,RGT
3973,Kertajati International Airport,ID,Kertajati,KJT
3974,Husein Sastranegara International Airport,ID,Bandung,BDO
3975,Hang Nadim International Airport,ID,Batam,BTH
3976,Halim Perdanakusuma International Airport,ID,Jakarta,HLP
3977,Soekarno-Hatta International Airport,ID,Jakarta,CGK
3978,Radin Inten II International Airport,ID,Bandar Lampung,TKG
3979,Binaka Airport,ID,Gunungsitoli,GNS
3980,Aek Godang Airport,ID,Padang Sidempuan,AEG
3981,Soewondo Air Force Base,ID,Medan,MES
3982,Kualanamu International Airport,ID,Medan,KNO
3983,Dr. Ferdinand Lumban Tobing Airport,ID,Sibolga (Pinangsori),FLZ
3984,Alas Leuser Airport,ID,Kutacane,LSR
3985,Nanga Pinoh Airport,ID,Nanga Pinoh-Borneo Island,NPO
3986,Rahadi Osman Airport,ID,Ketapang,KTG
3987,Ranai Airport,ID,Ranai-Natuna Besar Island,NTX
3988,Supadio Airport,ID,Pontianak,PNK
3989,Pangsuma Airport,ID,Putussibau-Borneo Island,PSU
3990,Depati Amir Airport,ID,Pangkal Pinang,PGK
3991,Fatmawati Soekarno Airport,ID,Bengkulu,BKS
3992,Sultan Mahmud Badaruddin II Airport,ID,Palembang,PLM
3993,Pendopo Airport,ID,Talang Gudang-Sumatra Island,PDO
3994,Minangkabau International Airport,ID,Padang (Katapiang),PDG
3995,Cut Nyak Dhien Airport,ID,Kuala Pesisir,MEQ
3996,Rembele Airport,ID,Takengon,TXE
3997,Lhok Sukon Airport,ID,Lhok Sukon-Sumatra Island,LSX
3998,Sultan Iskandar Muda International Airport,ID,Banda Aceh,BTJ
3999,Tioman Airport,MY,Tioman Island,TOD
4000,Sultan Abdul Halim Airport,MY,Alor Satar,AOR
4001,RMAF Butterworth Air Base,MY,Butterworth,BWH
4002,Sultan Ismail Petra Airport,MY,Kota Baharu,KBR
4003,Kuantan Airport,MY,Kuantan,KUA
4004,Kerteh Airport,MY,Kerteh,KTE
4005,Sultan Azlan Shah Airport,MY,Ipoh,IPH
4006,Senai International Airport,MY,Johor Bahru,JHB
4007,Kuala Lumpur International Airport,MY,Sepang,KUL
4008,Langkawi International Airport,MY,Langkawi,LGK
4009,Malacca International Airport,MY,Malacca,MKZ
4010,Sultan Mahmud Airport,MY,Kuala Terengganu,TGG
4011,Penang International Airport,MY,Penang,PEN
4012,Sultan Abdul Aziz Shah International Airport,MY,Subang,SZB
4013,Suai Airport,TL,Suai,UAI
4014,Presidente Nicolau Lobato International Airport,TL,Dili,DIL
4015,Cakung Airport,TL,Baucau,BCH
4016,Rota Do Sândalo Oecusse Airport,TL,Oecussi-Ambeno,OEC
4017,Paya Lebar Air Base,SG,Paya Lebar,QPG
4018,Tengah Air Base,SG,Western Water Catchment,TGA
4019,Seletar Airport,SG,Seletar,XSP
4020,Singapore Changi Airport,SG,Singapore,SIN
4021,Wuzhou Xijiang Airport,CN,Tangbu,WUZ
4022,Smolensk North Airport,RU,Smolensk,LNX
4023,Albany Airport,AU,Albany,ALH
4024,Ararat Airport,AU,Ararat,ARY
4025,Armidale Airport,AU,Armidale,ARM
4026,Ayers Rock Connellan Airport,AU,Yulara,AYQ
4027,Barcaldine Airport,AU,Barcaldine,BCI
4028,Alice Springs Airport,AU,Alice Springs,ASP
4029,Brisbane International Airport,AU,Brisbane,BNE
4030,Gold Coast Airport,AU,Gold Coast,OOL
4031,Blackall Airport,AU,Blackall,BKQ
4032,Cairns International Airport,AU,Cairns,CNS
4033,Charleville Airport,AU,Charleville,CTL
4034,Broken Hill Airport,AU,Broken Hill,BHQ
4035,Hamilton Island Airport,AU,Hamilton Island,HTI
4036,Mount Isa Airport,AU,Mount Isa,ISA
4037,Mackay Airport,AU,Mackay,MKY
4038,Ballina Byron Gateway Airport,AU,Ballina,BNK
4039,Bairnsdale Airport,AU,Bairnsdale,BSJ
4040,Yibin Wuliangye Airport,CN,Yibin (Cuiping),YBP
4041,Proserpine Whitsunday Coast Airport,AU,Proserpine,PPP
4042,Rockhampton Airport,AU,Rockhampton,ROK
4043,Broome International Airport,AU,Broome,BME
4044,Sunshine Coast Airport,AU,Maroochydore,MCY
4045,Bathurst Airport,AU,Bathurst,BHS
4046,Bathurst Island Airport,AU,Wurrumiyanga,BRT
4047,Townsville Airport / RAAF Base Townsville,AU,Townsville,TSV
4048,Bundaberg Airport,AU,Bundaberg,BDB
4049,Weipa Airport,AU,Weipa,WEI
4050,Toowoomba Wellcamp Airport,AU,Toowoomba,WTB
4051,Carnarvon Airport,AU,Carnarvon,CVQ
4052,Coober Pedy Airport,AU,Coober Pedy,CPD
4053,Chinchilla Airport,AU,Chinchilla,CCL
4054,Cloncurry Airport,AU,Cloncurry,CNJ
4055,Coffs Harbour Airport,AU,Coffs Harbour,CFS
4056,RAAF Base Curtin,AU,Derby,DCN
4057,Coen Airport,AU,Coen,CUQ
4058,Cooma Snowy Mountains Airport,AU,Cooma,OOM
4059,Derby Airport,AU,Derby,DRB
4060,Deniliquin Airport,AU,Deniliquin,DNQ
4061,Devonport Airport,AU,Devonport,DPO
4062,Elcho Island Airport,AU,Elcho Island,ELC
4063,Emerald Airport,AU,Emerald,EMD
4064,Esperance Airport,AU,Esperance,EPR
4065,Forbes Airport,AU,Forbes,FRB
4066,Geraldton Airport,AU,Geraldton,GET
4067,Clarence Valley Regional Airport,AU,Grafton,GFN
4068,Gladstone Airport,AU,Gladstone,GLT
4069,Glen Innes Airport,AU,Glen Innes,GLI
4070,Garden Point Airport,AU,Pirlangimpi,GPN
4071,Groote Eylandt Airport,AU,Groote Eylandt,GTE
4072,Griffith Airport,AU,Griffith,GFF
4073,Hervey Bay Airport,AU,Hervey Bay,HVB
4074,Horn Island Airport,AU,Horn,HID
4075,Mount Hotham Airport,AU,Mount Hotham,MHU
4076,Inverell Airport,AU,Inverell,IVR
4077,Kowanyama Airport,AU,Kowanyama,KWM
4078,Leonora Airport,AU,Leonora,LNO
4079,Lockhart River Airport,AU,Lockhart River,IRG
4080,Lismore Airport,AU,Lismore,LSY
4081,Longreach Airport,AU,Longreach,LRE
4082,Latrobe Valley Airport,AU,Morwell,TGN
4083,Avalon Airport,AU,Lara,AVV
4084,Albury Airport,AU,Albury,ABX
4085,Mareeba Airport,AU,Mareeba,MRG
4086,Mudgee Airport,AU,Mudgee,DGE
4087,Melbourne Essendon Airport,AU,Essendon Fields,MEB
4088,Merimbula Airport,AU,Merimbula,MIM
4089,Maningrida Airport,AU,Maningrida,MNG
4090,Hobart International Airport,AU,Hobart,HBA
4091,Mildura Airport,AU,Mildura,MQL
4092,Launceston Airport,AU,Launceston,LST
4093,Melbourne Moorabbin Airport,AU,Melbourne,MBW
4094,Melbourne International Airport,AU,Melbourne,MEL
4095,Moree Airport,AU,Moree,MRZ
4096,Moranbah Airport,AU,Moranbah,MOV
4097,Moruya Airport,AU,Moruya,MYA
4098,Mount Gambier Airport,AU,Mount Gambier,MGB
4099,Narrandera Airport,AU,Narrandera,NRA
4100,Narrabri Airport,AU,Narrabri,NAA
4101,Yantai Penglai International Airport,CN,Yantai,YNT
4102,Normanton Airport,AU,Normanton,NTN
4103,Newman Airport,AU,Newman,ZNE
4104,Orange Airport,AU,Orange,OAG
4105,Adelaide International Airport,AU,Adelaide,ADL
4106,Paraburdoo Airport,AU,Paraburdoo,PBO
