id,airport_name,country,city,code
3190,Tefé Airport,BR,Tefé,TFF
3191,Tarauacá Airport,BR,Tarauacá,TRQ
3192,Telêmaco Borba Airport,BR,Telêmaco Borba,TEC
3193,Tabatinga Airport,BR,Tabatinga,TBT
3194,Tucuruí Airport,BR,Tucuruí,TUR
3195,São Gabriel da Cachoeira Airport,BR,São Gabriel da Cachoeira,SJL
3196,Paulo Afonso Airport,BR,Paulo Afonso,PAV
3197,Rubem Berta Airport,BR,Uruguaiana,URG
3198,Ten. Cel. Aviador César Bombonato Airport,BR,Uberlândia,UDI
3199,Mário de Almeida Franco Airport,BR,Uberaba,UBA
3200,Major Brigadeiro Trompowsky Airport,BR,Varginha,VAG
3201,Brigadeiro Camarão Airport,BR,Vilhena,BVH
3202,Eurico de Aguiar Salles Airport,BR,Vitória,VIX
3203,Campo Fontenelle,BR,Pirassununga,QPS
3204,Presidente Itamar Franco Airport,BR,Juiz de Fora,IZA
3205,Chacalluta Airport,CL,Arica,ARI
3206,Desierto de Atacama Airport,CL,Copiapo,CPO
3207,Balmaceda Airport,CL,Balmaceda,BBA
3208,Barriles Airport,CL,Tocopilla,TOQ
3209,Chile Chico Airport,CL,Chile Chico,CCH
3210,El Loa Airport,CL,Calama,CJC
3211,Gral. Bernardo O´Higgins Airport,CL,Chillan,YAI
3212,President Carlos Ibañez del Campo International Airport,CL,Punta Arenas,PUQ
3213,Teniente Vidal Airport,CL,Coyhaique,GXQ
3214,Diego Aracena Airport,CL,Iquique,IQQ
3215,Comodoro Arturo Merino Benítez International Airport,CL,Santiago,SCL
3216,Ricardo García Posada Airport,CL,El Salvador,ESR
3217,Andrés Sabella Gálvez International Airport,CL,Antofagasta,ANF
3218,Captain Fuentes Martinez Airport,CL,Porvenir,WPR
3219,Guardiamarina Zañartu Airport,CL,Puerto Williams,WPU
3220,Cochrane Airport,CL,Cochrane,LGR
3221,Carriel Sur Airport,CL,Concepcion,CCP
3222,Mataveri Airport,CL,Isla De Pascua,IPC
3223,Cañal Bajo Carlos - Hott Siebert Airport,CL,Osorno,ZOS
3224,Vallenar Airport,CL,Vallenar,VLR
3225,Lieutenant Julio Gallardo Airport,CL,Puerto Natales,PNT
3226,La Araucanía Airport,CL,Temuco,ZCO
3227,Chañaral Airport,CL,Chañaral,CNR
3228,La Florida Airport,CL,La Serena-Coquimbo,LSC
3229,Maquehue Airport,CL,Temuco,PZS
3230,El Tepual Airport,CL,Puerto Montt,PMC
3231,Panguilemo Airport,CL,Talca,TLX
3232,Victoria Airport,CL,Victoria,ZIC
3233,Las Breas Airport,CL,Taltal,TTC
3234,Pichoy Airport,CL,Valdivia,ZAL
3235,Viña del Mar Airport,CL,Viña del Mar,KNA
3236,Chachoán Regional Airport,EC,Ambato,ATF
3237,Francisco De Orellana Airport,EC,Coca,OCC
3238,Mariscal Lamar Airport,EC,Cuenca,CUE
3239,José Joaquín de Olmedo International Airport,EC,Guayaquil,GYE
3240,Cotopaxi International Airport,EC,Latacunga,LTX
3241,Jose Maria Velasco Ibarra Airport,EC,Macará,MRR
3242,Coronel E Carvajal Airport,EC,Macas,XMS
3243,Eloy Alfaro International Airport,EC,Manta,MEC
3244,Reales Tamarindos Airport,EC,Portoviejo,PVO
3245,Mariscal Sucre International Airport,EC,Quito,UIO
3246,Santa Rosa - Artillery Colonel Victor Larrea International Airport,EC,Santa Rosa,ETR
3247,General Ulpiano Paez Airport,EC,Salinas,SNC
3248,Carlos Concha Torres International Airport,EC,Tachina,ESM
3249,Tarapoa Airport,EC,Tarapoa,TPC
3250,Lieutenant Colonel Luis A. Mantilla International Airport,EC,Tulcán,TUA
3251,Port Stanley Airport,FK,Stanley,PSY
3252,Silvio Pettirossi International Airport,PY,Asunción,ASU
3253,Juan de Ayolas National Airport,PY,Ayolas,AYO
3254,Lieutenant Colonel Carmelo Peralta National Airport,PY,Concepción,CIO
3255,Lieutenant Amin Ayub González International Airport,PY,Encarnación,ENO
3256,Guaraní International Airport,PY,Ciudad del Este,AGT
3257,Doctor Luis Maria Argaña International Airport,PY,Mariscal Estigarribia,ESG
3258,Aeródromo Don Carlos Miguel Gimenez,PY,Pilar,PIL
3259,Dr. Augusto Roberto Fuster Airport,PY,Pedro Juan Caballero,PJC
3260,Bauru/Arealva–Moussa Nakhal Tobias State Airport,BR,Bauru,JTC
3261,Gomez Nino Apiay Air Base,CO,Apiay,API
3262,El Eden Airport,CO,Armenia,AXM
3263,Tres De Mayo Airport,CO,Puerto Asís,PUU
3264,Las Flores Airport,CO,El Banco,ELB
3265,Palonegro Airport,CO,Bucaramanga,BGA
3266,El Dorado International Airport,CO,Bogota,BOG
3267,Ernesto Cortissoz International Airport,CO,Barranquilla,BAQ
3268,José Celestino Mutis Airport,CO,Bahía Solano,BSC
3269,Gerardo Tobar López Airport,CO,Buenaventura,BUN
3270,Camilo Daza International Airport,CO,Cúcuta,CUC
3271,Rafael Nuñez International Airport,CO,Cartagena,CTG
3272,Alfonso Bonilla Aragon International Airport,CO,Cali,CLO
3273,La Florida Airport,CO,Tumaco,TCO
3274,Juan H White Airport,CO,Caucasia,CAQ
3275,Coveñas Airport,CO,Coveñas,CVE
3276,Las Brujas Airport,CO,Corozal,CZU
3277,El Bagre Airport,CO,El Bagre,EBG
3278,Yariguíes Airport,CO,Barrancabermeja,EJA
3279,Gustavo Artunduaga Paredes Airport,CO,Florencia,FLA
3280,Santiago Vila Airport,CO,Girardot,GIR
3281,Santa Ana Airport,CO,Cartago,CRC
3282,Juan Casiano Airport,CO,Guapi,GPI
3283,Perales Airport,CO,Ibagué,IBE
3284,San Luis Airport,CO,Ipiales,IPI
3285,Antonio Roldán Betancur Airport,CO,Carepa,APO
3286,Jorge Isaac Airport,CO,La Mina-Maicao,MCJ
3287,Alfredo Vásquez Cobo International Airport,CO,Leticia,LET
3288,Enrique Olaya Herrera Airport,CO,Medellín,EOH
3289,Baracoa Airport,CO,Magangué,MGN
3290,Los Garzones Airport,CO,Montería,MTR
3291,Fabio Alberto Leon Bentley Airport,CO,Mitú,MVP
3292,La Nubia Airport,CO,Manizales,MZL
3293,Benito Salas Airport,CO,Neiva,NVA
3294,Aguas Claras Airport,CO,Ocaña,OCV
3295,German Olano Airport,CO,Puerto Carreño,PCR
3296,Obando Cesar Gaviria Trujillo Airport,CO,Puerto Inírida,PDA
3297,Matecaña International Airport,CO,Pereira,PEI
3298,Pitalito Airport,CO,Pitalito,PTX
3299,Guillermo León Valencia Airport,CO,Popayán,PPN
3300,German Olano Air Base,CO,La Dorada,PAL
3301,Antonio Nariño Airport,CO,Chachagüí,PSO
3302,El Embrujo Airport,CO,Providencia,PVA
3303,Paz De Ariporo Airport,CO,Paz De Ariporo,PZA
3304,Mariquita Airport,CO,Mariquita,MQU
3305,Jose Maria Córdova International Airport,CO,Medellín,MDE
3306,Almirante Padilla Airport,CO,Riohacha,RCH
3307,Jorge E. Gonzalez Torres Airport,CO,San José Del Guaviare,SJE
3308,Simón Bolívar International Airport,CO,Santa Marta,SMR
3309,Gustavo Rojas Pinilla International Airport,CO,San Andrés,ADZ
3310,Eduardo Falla Solano Airport,CO,San Vicente Del Caguán,SVI
3311,Gustavo Vargas Airport,CO,Tame,TME
3312,Captain Ernesto Esguerra Cubides Air Base,CO,Tres Esquinas,TQS
3313,Santiago Perez Airport,CO,Arauca,AUC
3314,El Caraño Airport,CO,Quibdó,UIB
3315,Heriberto Gíl Martínez Airport,CO,Tuluá,ULQ
3316,Alfonso López Pumarejo Airport,CO,Valledupar,VUP
3317,Vanguardia Airport,CO,Villavicencio,VVC
3318,El Yopal Airport,CO,El Yopal,EYP
3319,Alcantarí Airport,BO,Yamparaez,SRE
3320,Bermejo Airport,BO,Bermejo,BJO
3321,Jorge Wilsterman International Airport,BO,Cochabamba,CBB
3322,Capitán Aníbal Arab Airport,BO,Cobija,CIJ
3323,El Trompillo Airport,BO,Santa Cruz,SRZ
3324,Guayaramerín Airport,BO,Guayaramerín,GYA
3325,El Alto International Airport,BO,La Paz / El Alto,LPB
3326,Juan Mendoza Airport,BO,Oruro,ORU
3327,Capitan Nicolas Rojas Airport,BO,Potosí,POI
3328,Capitán Av. Salvador Ogaya G. airport,BO,Puerto Suárez,PSZ
3329,Capitán Av. Selin Zeitun Lopez Airport,BO,Riberalta,RIB
3330,Santa Ana Del Yacuma Airport,BO,Santa Ana del Yacuma,SBL
3331,Capitan Oriel Lea Plaza Airport,BO,Tarija,TJA
3332,Teniente Av. Jorge Henrich Arauz Airport,BO,Trinidad,TDD
3333,Teniente Coronel Rafael Pabón Airport,BO,Villamontes,VLM
3334,Viru Viru International Airport,BO,Santa Cruz,VVI
3335,Yacuiba Airport,BO,Yacuíba,BYC
3336,Johan Adolf Pengel International Airport,SR,Zandery,PBM
3337,Dr. Luciano de Arruda Coelho Regional Airport,BR,Sobral,JSO
3338,Planalto Serrano Regional Airport,BR,Correia Pinto,EEA
3339,Linhares Municipal Airport,BR,Linhares,LHN
3340,Cayenne – Félix Eboué Airport,GF,Matoury,CAY
3341,Saint-Georges-de-l'Oyapock Airport,GF,Saint-Georges-de-l'Oyapock,OYP
3342,Teniente General Gerardo Pérez Pinedo Airport,PE,Atalaya,AYX
3343,Iberia Airport,PE,Iberia,IBP
3344,Cap FAP David Abenzur Rengifo International Airport,PE,Pucallpa,PCL
3345,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,PE,Chimbote,CHM
3346,Air Force Captain Jose A Quinones Gonzales International Airport,PE,Chiclayo,CIX
3347,Air Force Colonel Alfredo Mendivil Duarte Airport,PE,Ayacucho,AYP
3348,Comandante FAP German Arias Graziani Airport,PE,Anta,ATA
3349,Jorge Chávez International Airport,PE,Lima,LIM
3350,Juan Simons Vela Airport,PE,Rioja,RIJ
3351,Shumba Airport,PE,Jaén,JAE
3352,Juanjui Airport,PE,Juanjuí,JJI
3353,Francisco Carle Airport,PE,Jauja,JAU
3354,Inca Manco Capac International Airport,PE,Juliaca,JUL
3355,Mayor General FAP Armando Revoredo Iglesias Airport,PE,Cajamarca,CJA
3356,General Jorge Fernandez Maldon Airport,PE,Ilo,ILQ
3357,Captain Pedro Canga Rodríguez International Airport,PE,Tumbes,TBP
3358,Moises Benzaquen Rengifo Airport,PE,Yurimaguas,YMS
3359,Alferez Fap David Figueroa Fernandini Airport,PE,Huánuco,HUU
3360,Chachapoyas Airport,PE,Chachapoyas,CHH
3361,Coronel FAP Francisco Secada Vignetta International Airport,PE,Iquitos,IQT
3362,Rodríguez Ballón International Airport,PE,Arequipa,AQP
3363,Capitan FAP Carlos Martinez De Pinillos International Airport,PE,Trujillo,TRU
3364,Captain Renán Elías Olivera International Airport,PE,Pisco,PIO
3365,Cadete FAP Guillermo Del Castillo Paredes Airport,PE,Tarapoto,TPP
3366,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,Tacna,TCQ
3367,Padre Aldamiz International Airport,PE,Puerto Maldonado,PEM
3368,Capitán FAP Guillermo Concha Iberico International Airport,PE,Piura,PIU
3369,Captain Victor Montes Arias International Airport,PE,Talara,TYL
3370,Maria Reiche Neuman Airport,PE,Nazca,NZC
3371,Alejandro Velasco Astete International Airport,PE,Cusco,CUZ
3372,Shangrao Sanqingshan Airport,CN,Shangrao,SQD
3373,Sanming Shaxian Airport,CN,Sanming,SQJ
3374,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,BR,Ponta Grossa,PGZ
3375,Santa Bernardina International Airport,UY,Durazno,DZO
3376,Capitan Corbeta CA Curbelo International Airport,UY,Punta del Este,PDP
3377,Carrasco General Cesáreo L. Berisso International Airport,UY,Ciudad de la Costa,MVD
3378,Nueva Hesperides International Airport,UY,Salto,STY
3379,Oswaldo Guevara Mujica Airport,VE,Acarigua,AGV
3380,Anaco Airport,VE,Anaco,AAO
3381,General José Antonio Anzoategui International Airport,VE,Barcelona,BLA
3382,Barinas Airport,VE,Barinas,BNS
3383,Barquisimeto International Airport,VE,Barquisimeto,BRM
3384,Escuela Mariscal Sucre Airport,VE,Maracay,MYC
3385,General Tomas de Heres Airport,VE,Ciudad Bolivar,CBL
3386,Calabozo Airport,VE,Guarico,CLZ
3387,Canaima Airport,VE,Canaima,CAJ
3388,General Francisco Bermúdez Airport,VE,Carúpano,CUP
3389,José Leonardo Chirinos Airport,VE,Coro,CZE
3390,El Dorado Airport,VE,Bolivar,EOR
3391,Guasdualito Airport,VE,Guasdualito,GDO
3392,Guanare Airport,VE,Guanare,GUQ
3393,Josefa Camejo International Airport,VE,Paraguaná,LSP
3394,La Chinita International Airport,VE,Maracaibo,MAR
3395,Alberto Carnevalli Airport,VE,Mérida,MRD
3396,Del Caribe Santiago Mariño International Airport,VE,Isla Margarita,PMV
3397,Simón Bolívar International Airport,VE,Caracas,CCS
3398,Maturín Airport,VE,Maturín,MUN
3399,Cacique Aramare Airport,VE,Puerto Ayacucho,PYH
3400,General Manuel Carlos Piar International Airport,VE,Puerto Ordaz-Ciudad Guayana,PZO
3401,Palmarito Airport,VE,Palmarito,PTM
3402,Mayor Buenaventura Vivas International Airport,VE,Santo Domingo,STD
3403,Sub Teniente Nestor Arias Airport,VE,San Felipe,SNF
3404,San Fernando De Apure Airport,VE,Inglaterra,SFD
3405,San Tomé Airport,VE,El Tigre,SOM
3406,Miguel Urdaneta Fernández Airport,VE,San Carlos del Zulia,STB
3407,Tucupita Airport,VE,Tucupita,TUV
3408,Arturo Michelena International Airport,VE,Valencia,VLN
3409,Juan Pablo Pérez Alfonso Airport,VE,El Vigía,VIG
3410,Dr. Antonio Nicolás Briceño Airport,VE,Valera,VLV
3411,Araguaína Airport,BR,Araguaína,AUX
3412,Maestro Marinho Franco Airport,BR,Rondonópolis,ROO
3413,Cheddi Jagan International Airport,GY,Georgetown,GEO
3414,Eugene F. Correira International Airport,GY,Ogle,OGL
3415,Lethem Airport,GY,Lethem,LTM
3416,Qingdao Jiaodong International Airport,CN,Qingdao (Jiaozhou),TAO
3417,V C Bird International Airport,AG,Osbourn,ANU
3418,Codrington Airport,AG,Codrington,BBQ
3419,Grantley Adams International Airport,BB,Bridgetown,BGI
3420,Canefield Airport,DM,Canefield,DCF
3421,Douglas-Charles Airport,DM,Marigot,DOM
3422,Martinique Aimé Césaire International Airport,MQ,Fort-de-France,FDF
3423,Grand Case-Espérance Airport,MF,Grand Case,SFG
3424,Saint Barthélemy - Rémy de Haenen Airport,BL,Gustavia / Saint-Jean,SBH
3425,Marie-Galante Airport,GP,Grand Bourg,GBJ
3426,Pointe-à-Pitre Le Raizet International  Airport,GP,Pointe-à-Pitre,PTP
3427,Maurice Bishop International Airport,GD,Saint George's,GND
3428,Cyril E. King Airport,VI,Charlotte Amalie,STT
3429,Henry E Rohlsen Airport,VI,Christiansted,STX
3430,Antonio Nery Juarbe Pol Airport,PR,Arecibo,ARE
3431,Rafael Hernández International Airport,PR,Aguadilla,BQN
3432,Benjamin Rivera Noriega Airport,PR,Culebra,CPX
3433,Fernando Luis Ribas Dominicci Airport,PR,San Juan,SIG
3434,Eugenio Maria De Hostos Airport,PR,Mayaguez,MAZ
3435,Mercedita Airport,PR,Ponce,PSE
3436,José Aponte de la Torre Airport,PR,Ceiba,NRR
3437,Luis Munoz Marin International Airport,PR,San Juan,SJU
3438,Antonio Rivera Rodriguez Airport,PR,Vieques,VQS
3439,Robert L. Bradshaw International Airport,KN,Basseterre,SKB
3440,Vance W. Amory International Airport,KN,Charlestown,NEV
3441,George F. L. Charles Airport,LC,Castries,SLU
3442,Hewanorra International Airport,LC,Vieux Fort,UVF
3443,Queen Beatrix International Airport,AW,Oranjestad,AUA
3444,Flamingo International Airport,BQ,"Kralendijk, Bonaire",BON
3445,Hato International Airport,CW,Willemstad,CUR
3446,F. D. Roosevelt Airport,BQ,Sint Eustatius,EUX
3447,Princess Juliana International Airport,SX,Saint Martin,SXM
3448,Juancho E. Yrausquin Airport,BQ,Saba,SAB
3449,Jumandy Airport,EC,Ahuano,TNW
3450,Clayton J Lloyd International Airport,AI,The Valley,AXA
3451,Çukurova International Airport,TR,Tarsus,COV
3452,John A. Osborne Airport,MS,Gerald's Park,MNI
3453,A.N.R. Robinson International Airport,TT,Scarborough,TAB
3454,Piarco International Airport,TT,Port of Spain,POS
3455,Terrance B. Lettsome International Airport,VG,Road Town,EIS
3456,Argyle International Airport,VC,Kingstown,SVD
3457,J F Mitchell Airport,VC,Bequia,BQU
3458,Canouan Airport,VC,Canouan,CIW
3459,Mustique Airport,VC,Mustique Island,MQS
3460,Union Island International Airport,VC,Union Island,UNI
3461,L.F. Wade International Airport,BM,Hamilton,BDA
3462,Almaty International Airport,KZ,Almaty,ALA
3463,Balkhash Airport,KZ,Balkhash,BXH
3464,Taldykorgan Airport,KZ,Taldykorgan,TDK
3465,Nursultan Nazarbayev International Airport,KZ,Astana,NQZ
3466,Kokshetau Airport,KZ,Kokshetau,KOV
3467,Petropavl Airport,KZ,Petropavl,PPK
3468,Taraz Airport,KZ,Taraz,DMB
3469,Issyk-Kul International Airport,KG,Tamchy,IKU
3470,Manas International Airport,KG,Bishkek,FRU
3471,Osh Airport,KG,Osh,OSS
3472,Shymkent Airport,KZ,Shymkent,CIT
3473,Hazrat Sultan International Airport,KZ,Turkıstan,HSA
3474,Zhezkazgan National Airport,KZ,Zhezkazgan,DZN
3475,Sary-Arka Airport,KZ,Karaganda,KGF
3476,Uralsk Airport,KZ,Uralsk,URA
3477,Ekibastuz Airport,KZ,Ekibastuz,EKB
3478,Ust-Kamenogorsk Airport,KZ,Ust-Kamenogorsk (Oskemen),UKK
3479,Pavlodar Airport,KZ,Pavlodar,PWQ
3480,Semey Airport,KZ,Semey,PLX
3481,Aktau Airport,KZ,Aktau,SCO
3482,Atyrau International Airport,KZ,Atyrau,GUW
3483,Aktobe Airport,KZ,Aktobe,AKX
3484,Kostanay West Airport,KZ,Kostanay,KSN
3485,Heydar Aliyev International Airport,AZ,Baku,GYD
3486,Ganja International Airport,AZ,Ganja,GNJ
3487,Nakhchivan Airport,AZ,Nakhchivan,NAJ
3488,Gabala International Airport,AZ,Gabala,GBB
3489,Zaqatala International Airport,AZ,Zaqatala,ZTU
3490,Shirak International Airport,AM,Gyumri,LWN
3491,Zvartnots International Airport,AM,Yerevan,EVN
3492,Yakutsk Airport,RU,Yakutsk,YKS
3493,Chulman Airport,RU,Neryungri,NER
3494,Moma Airport,RU,Khonuu,MQJ
3495,Magan Airport,RU,Magan,GYG
3496,Olyokminsk Airport,RU,Olyokminsk,OLZ
3497,Ust-Nera Airport,RU,Ust-Nera,USR
3498,Vilyuisk Airport,RU,Vilyuisk,VYI
3499,Lensk Airport,RU,Lensk,ULK
3500,Polyarny Airport,RU,Yakutia,PYJ
3501,Mirny Airport,RU,Mirny,MJZ
3502,Saskylakh Airport,RU,Saskylakh,SYS
3503,Belaya Gora Airport,RU,Belaya Gora,BGN
3504,Srednekolymsk Airport,RU,Srednekolymsk,SEK
3505,Chokurdakh Airport,RU,Chokurdah,CKH
3506,Cherskiy Airport,RU,Cherskiy,CYX
3507,Tiksi Airport,RU,Tiksi,IKS
3508,Zyryanka Airport,RU,Zyryanka,ZKP
3509,David the Builder Kutaisi International Airport,GE,Kopitnari,KUT
3510,Batumi International Airport,GE,Batumi,BUS
3511,Sukhumi Babushara /  Vladislav Ardzinba International Airport,GE,Sukhumi,SUI
3512,Tbilisi International Airport,GE,Tbilisi,TBS
3513,Ignatyevo Airport,RU,Blagoveschensk,BQS
3514,Khabarovsk Novy Airport,RU,Khabarovsk,KHV
3515,Komsomolsk-on-Amur Airport,RU,Komsomolsk-on-Amur,KXK
3516,Sovetskaya Gavan (Maygatka) Airport,RU,Sovetskaya Gavan,GVN
3517,Ugolny Yuri Ryktheu Airport,RU,Anadyr,DYR
3518,Provideniya Bay Airport,RU,Chukotka,PVS
3519,Keperveem Airport,RU,Keperveem,KPW
3520,Sokol Airport,RU,Magadan,GDX
3521,Pevek Airport,RU,Apapelgino,PWE
3522,Severo-Evensk Airport,RU,Evensk,SWV
3523,Nikolayevsk-na-Amure Airport,RU,Nikolayevsk-na-Amure Airport,NLI
3524,Okhotsk Airport,RU,Okhotsk,OHO
3525,Yelizovo Airport,RU,Petropavlovsk-Kamchatsky,PKC
3526,Yuzhno-Sakhalinsk Airport,RU,Yuzhno-Sakhalinsk,UUS
3527,Vladivostok International Airport,RU,Artyom,VVO
3528,Chita-Kadala International Airport,RU,Chita,HTA
3529,Bratsk Airport,RU,Bratsk,BTK
3530,Irkutsk International Airport,RU,Irkutsk,IKT
3531,Ust-Kut Airport,RU,Ust-Kut,UKX
3532,Baikal International Airport,RU,Ulan Ude,UUD
3533,Boryspil International Airport,UA,Boryspil,KBP
3534,Mariupol International Airport,UA,Mariupol,MPW
3535,Berdyansk Airport,UA,Berdyansk,ERD
3536,Dnipro International Airport,UA,Dnipro,DNK
3537,Zaporizhzhia International Airport,UA,Zaporizhia,OZH
3538,Kryvyi Rih International Airport,UA,Kryvyi Rih,KWG
3539,Sevastopol International Airport / Belbek Air Base,UA,Sevastopol,UKS
3540,Simferopol International Airport,UA,Simferopol,SIP
3541,Kharkiv International Airport,UA,Kharkiv,HRK
3542,Cherkasy International Airport,UA,Cherkasy,CKC
3543,Ihor Sikorsky Kyiv International Airport (Zhuliany),UA,Kyiv,IEV
3544,Khmelnytskyi Airport,UA,Khmelnytskyi,HMJ
3545,Ivano-Frankivsk International Airport,UA,Ivano-Frankivsk,IFO
3546,Lviv International Airport,UA,Lviv,LWO
3547,Chernivtsi International Airport,UA,Chernivtsi,CWC
3548,Rivne International Airport,UA,Rivne,RWN
3549,Uzhhorod International Airport,UA,Uzhhorod,UDJ
3550,Kherson International Airport,UA,Kherson,KHE
3551,Mykolaiv International Airport,UA,Nikolayev,NLV
3552,Odessa International Airport,UA,Odessa,ODS
3553,Vinnytsia/Gavyryshivka International Airport,UA,Vinnitsa,VIN
3554,Talagi Airport,RU,Archangelsk,ARH
3555,Vaskovo Airport,RU,Arkhangelsk,VKV
3556,Naryan Mar Airport,RU,Naryan Mar,NNM
3557,Cherepovets Airport,RU,Cherepovets,CEE
3558,Amderma Airport,RU,Amderma,AMV
3559,Majeed Bin Abdulaziz Airport,SA,Al Ula,ULH
3560,Kotlas Airport,RU,Kotlas,KSZ
3561,Pulkovo Airport,RU,St. Petersburg,LED
3562,Murmansk Airport,RU,Murmansk,MMK
3563,Pskov Airport,RU,Pskov,PKV
3564,Petrozavodsk Airport,RU,Petrozavodsk,PES
3565,Vologda Airport,RU,Vologda,VGD
3566,Brest Airport,BY,Brest,BQT
3567,Gomel Airport,BY,Gomel,GME
3568,Vitebsk Vostochny Airport,BY,Vitebsk,VTB
3569,Khrabrovo Airport,RU,Kaliningrad,KGD
3570,Hrodna Airport,BY,Hrodna,GNA
3571,Minsk National Airport,BY,Minsk,MSQ
3572,Mogilev Airport,BY,Mogilev,MVQ
3573,Abakan International Airport,RU,Abakan,ABA
3574,Barnaul Airport,RU,Barnaul,BAX
3575,Gorno-Altaysk Airport,RU,Gorno-Altaysk,RGK
3576,Kemerovo Airport,RU,Kemerovo,KEJ
3577,Baykit Airport,RU,Baykit,BKA
3578,Yeniseysk Airport,RU,Yeniseysk,EIE
3579,Podkamennaya Tunguska Airport,RU,Bor,TGP
3580,Severo-Yeniseysk Airport,RU,Severo-Yeniseysk,VEO
3581,Vanavara Airport,RU,Vanavara,VAQ
3582,Krasnoyarsk International Airport,RU,Krasnoyarsk,KJA
3583,Krasnoyarsk Cheremshanka Airport,RU,Krasnoyarsk,KCY
3584,Achinsk Airport,RU,Achinsk,ACS
3585,Kyzyl Airport,RU,Kyzyl,KYZ
3586,Novosibirsk Tolmachevo Airport,RU,Novosibirsk,OVB
3587,Omsk Central Airport,RU,Omsk,OMS
3588,Strezhevoy Airport,RU,Strezhevoy,SWT
3589,Bogashevo Airport,RU,Tomsk,TOF
3590,Spichenkovo Airport,RU,Novokuznetsk,NOZ
3591,Dikson Airport,RU,Dikson,DKS
3592,Khatanga Airport,RU,Khatanga,HTG
3593,Svetlogorsk Airport,RU,Svetlogorsk,SES
3594,Igarka Airport,RU,Igarka,IAA
3595,Norilsk-Alykel Airport,RU,Norilsk,NSK
3596,Anapa Vityazevo Airport,RU,Krasnyi Kurgan,AAQ
3597,Yeysk Airport,RU,Yeysk,EIK
3598,Gelendzhik Airport,RU,Gelendzhik,GDZ
3599,Krasnodar Pashkovsky International Airport,RU,Krasnodar,KRR
3600,Makhachkala Uytash International Airport,RU,Makhachkala,MCX
3601,Mineralnyye Vody Airport,RU,Mineralnyye Vody,MRV
3602,Nalchik Airport,RU,Nalchik,NAL
3603,Vladikavkaz Beslan International Airport,RU,Beslan,OGZ
3604,Magas Airport,RU,Sunzha,IGT
3605,Stavropol Shpakovskoye Airport,RU,Stavropol,STW
3606,Platov International Airport,RU,Rostov-on-Don,ROV
3607,Taganrog Yuzhny Airport,RU,Taganrog,TGK
3608,Sochi International Airport,RU,Sochi,AER
3609,Astrakhan Narimanovo Boris M. Kustodiev International Airport,RU,Astrakhan,ASF
3610,Elista Airport,RU,Elista,ESL
3611,Volgograd International Airport,RU,Volgograd,VOG
3612,Williston Basin International Airport,US,Williston,XWA
3613,Chelyabinsk Balandino Airport,RU,Chelyabinsk,CEK
3614,Magnitogorsk International Airport,RU,Magnitogorsk,MQF
3615,Sabetta International Airport,RU,Sabetta,SBT
3616,Bovanenkovo Airport,RU,Bovanenkovo,BVJ
3617,Salekhard Airport,RU,Salekhard,SLY
3618,Khanty Mansiysk Airport,RU,Khanty-Mansiysk,HMA
3619,Nyagan Airport,RU,Nyagan,NYA
3620,Sovetskiy Airport,RU,Sovetskiy,OVS
3621,Uray Airport,RU,Uray,URJ
3622,Izhevsk Airport,RU,Izhevsk,IJK
3623,Pobedilovo Airport,RU,Kirov,KVX
3624,Nadym Airport,RU,Nadym,NYM
3625,Novy Urengoy Airport,RU,Novy Urengoy,NUX
3626,Nizhnevartovsk Airport,RU,Nizhnevartovsk,NJC
3627,Perm International Airport,RU,Perm,PEE
3628,Kogalym International Airport,RU,Kogalym,KGP
3629,Nefteyugansk Airport,RU,Nefteyugansk,NFG
3630,Noyabrsk Airport,RU,Noyabrsk,NOJ
3631,Surgut Airport,RU,Surgut,SGC
3632,Koltsovo Airport,RU,Yekaterinburg,SVX
3633,Remezov Airport,RU,Tobolsk,RMZ
3634,Roshchino International Airport,RU,Tyumen,TJM
3635,Kurgan Airport,RU,Kurgan,KRO
3636,Ashgabat International Airport,TM,Ashgabat,ASB
3637,Turkmenbashi International Airport,TM,Turkmenbashi,KRW
3638,Mary International Airport,TM,Mary,MYP
3639,Daşoguz Airport,TM,Daşoguz,TAZ
3640,Türkmenabat International Airport,TM,Türkmenabat,CRZ
3641,Dushanbe Airport,TJ,Dushanbe,DYU
3642,Kulob Airport,TJ,Kulyab,TJU
3643,Khujand Airport,TJ,Khujand,LBD
3644,Qurghonteppa International Airport,TJ,Kurgan-Tyube,KQT
3645,Andizhan Airport,UZ,Andizhan,AZN
3646,Fergana International Airport,UZ,Fergana,FEG
